City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
206,Puerto Carreno,CO,6.189,-67.4859,74.03,59,0,13.87,clear sky
207,Porto Murtinho,BR,-21.6989,-57.8825,72.9,96,98,1.14,heavy intensity rain
208,Mecca,SA,21.4267,39.8261,81.61,51,100,16.35,overcast clouds
209,Campbellton,CA,48.0075,-66.6727,-6.03,99,98,2.82,overcast clouds
210,Kirkenaer,NO,60.4564,12.0582,9.23,95,100,2.21,overcast clouds
211,Gramoteino,RU,54.5368,86.3839,15.98,91,37,2.71,scattered clouds
212,Hurzuf,UA,44.55,34.2833,38.64,65,52,1.92,broken clouds
213,Neverkino,RU,52.7854,46.7417,28.83,96,100,13.24,overcast clouds
214,Quatre Cocos,MU,-20.2078,57.7625,80.1,67,100,7.11,overcast clouds
215,Mucurapo,TT,10.6667,-61.5333,70.12,88,3,7.7,light rain
216,Souillac,MU,-20.5167,57.5167,82.65,71,100,6.64,overcast clouds
217,Salamiyah,SY,35.0113,37.0532,47.66,78,100,8.84,overcast clouds
218,Conchas,BR,-23.0153,-48.0106,68.38,92,98,4.12,overcast clouds
219,Abu Kamal,SY,34.4506,40.9171,55.56,59,53,10.49,broken clouds
220,Olafsvik,IS,64.8945,-23.7142,30.63,75,100,32.91,overcast clouds
221,Sencha,UA,50.2548,33.346,28.09,90,100,8.61,light snow
222,Winneba,GH,5.3511,-0.6231,80.76,78,100,4.43,overcast clouds
223,Gat,IL,31.61,34.7642,50.77,100,90,22.57,overcast clouds
224,Dire,ML,12.2833,-10.9667,70.34,17,59,2.75,broken clouds
225,Le Pradet,FR,43.1066,6.0172,49.62,72,0,8.05,clear sky
226,Punta Arenas,CL,-53.15,-70.9167,48.11,66,64,16.89,broken clouds
227,Karachi,PK,24.9056,67.0822,75.02,19,0,23.02,haze
228,Sur,OM,22.5667,59.5289,74.28,43,0,7.43,clear sky
229,Moussoro,TD,13.6408,16.4901,83.66,11,5,14.16,clear sky
230,Bonavista,CA,48.6499,-53.1147,28.33,80,100,10.47,overcast clouds
231,Omboue,GA,-1.5746,9.2618,76.8,86,100,3.42,overcast clouds
232,Eyl,SO,7.9803,49.8164,79.03,60,44,20.96,scattered clouds
233,Bonfim,BR,3.0833,-59.95,73.62,71,28,7.56,scattered clouds
234,Springdale,US,36.1867,-94.1288,21.07,93,100,11.01,overcast clouds
235,Lasa,IT,46.6166,10.7002,33.03,64,20,8.08,few clouds
236,Zamora,EC,-4.0692,-78.9567,67.14,98,100,1.57,light rain
237,Bandarbeyla,SO,9.4942,50.8122,78.21,59,3,18.12,clear sky
238,Kargasok,RU,59.0556,80.8572,11.3,91,100,8.43,overcast clouds
239,Jumla,NP,29.2747,82.1838,53.69,29,33,7.16,scattered clouds
240,Geraldton,AU,-28.7667,114.6,82.81,65,50,18.41,scattered clouds
241,Goderich,CA,43.7501,-81.7165,20.91,67,100,17.13,overcast clouds
242,Upernavik,GL,72.7868,-56.1549,4.17,84,100,8.7,overcast clouds
243,Neuquen,AR,-38.9516,-68.0591,63.36,54,0,23.33,clear sky
244,Oleksandrivka,UA,48.9634,32.2349,27.36,90,100,7.92,light snow
245,Maniitsoq,GL,65.4167,-52.9,10.51,89,100,18.86,light snow
246,Mazara Del Vallo,IT,37.6641,12.588,51.55,69,100,23.87,overcast clouds
247,Aksu,CN,41.1231,80.2644,27.66,62,100,2.46,overcast clouds
248,Alta Floresta,BR,-9.8756,-56.0861,68.22,99,92,2.75,overcast clouds
249,Narsaq,GL,60.9167,-46.05,21.42,95,100,5.17,overcast clouds
250,Chipata,ZM,-13.6333,32.65,75.72,68,43,6.67,scattered clouds
251,Ocean City,US,39.2776,-74.5746,44.98,89,20,5.01,few clouds
252,Matay,EG,28.419,30.7792,59.85,37,0,14.76,clear sky
253,Rocha,UY,-34.4833,-54.3333,66.34,97,0,2.89,clear sky
254,Damaturu,NG,11.747,11.9608,81.57,10,5,10.22,clear sky
255,Gewane,ET,10.1664,40.6453,78.75,39,0,4.25,clear sky
256,Carutapera,BR,-1.195,-46.02,74.53,95,100,2.1,overcast clouds
257,Karlstad,SE,59.3793,13.5036,28.96,64,0,3.44,clear sky
258,Arraial Do Cabo,BR,-22.9661,-42.0278,75.45,86,67,25.41,broken clouds
259,Barcelos,PT,41.5388,-8.6151,39.69,68,3,4.41,clear sky
260,Kosh-Agach,RU,50.0,88.6667,-2.07,80,39,1.63,scattered clouds
261,Shentala,RU,54.45,51.4833,23.04,95,100,15.82,light snow
262,Hamilton,US,39.1834,-84.5333,26.44,90,100,10.36,light snow
263,Tskaltubo,GE,42.3254,42.5979,47.34,66,0,8.05,clear sky
264,Krasnogvardeyskiy,RU,57.3793,62.3195,26.6,84,54,8.86,broken clouds
265,Motril,ES,36.7507,-3.5179,46.27,46,0,3.8,clear sky
266,Valdemarpils,LV,57.3707,22.5919,34.2,80,12,10.63,few clouds
267,Reconquista,AR,-29.15,-59.65,71.06,43,0,6.04,clear sky
268,Vallenar,CL,-28.5708,-70.7581,64.53,70,11,2.08,few clouds
269,Ludvika,SE,60.1496,15.1878,30.6,63,100,7.56,overcast clouds
270,Aquiraz,BR,-3.9014,-38.3911,77.18,90,43,7.49,moderate rain
271,Maceo,CO,6.552,-74.7874,66.38,85,96,2.62,overcast clouds
272,Marsa Matruh,EG,31.3525,27.2453,58.06,65,4,21.05,clear sky
273,Brae,GB,60.3964,-1.353,41.86,77,95,35.23,light rain
274,Upata,VE,8.0086,-62.3989,64.42,89,87,3.36,overcast clouds
275,Emba,KZ,48.8264,58.1442,17.11,78,12,4.9,few clouds
276,Micheweni,TZ,-4.9667,39.8333,81.12,72,85,9.33,overcast clouds
277,Puerto Madryn,AR,-42.7692,-65.0385,59.31,67,50,11.01,scattered clouds
278,Bermeo,ES,43.4209,-2.7215,46.24,74,99,2.06,overcast clouds
279,Knittelfeld,AT,47.2167,14.8167,36.5,64,75,17.27,broken clouds
280,Villarrica,PY,-25.75,-56.4333,70.7,99,100,1.48,overcast clouds
281,Jaisalmer,IN,26.9147,70.9181,71.85,22,0,11.5,clear sky
282,Hangu,CN,39.2489,117.7892,55.44,28,0,12.68,clear sky
283,Jensen Beach,US,27.2545,-80.2298,74.05,94,40,0.0,scattered clouds
284,Maslova Pristan,RU,50.4587,36.7408,27.75,71,6,10.58,clear sky
285,Bar Harbor,US,44.3876,-68.2039,25.27,88,100,8.05,light snow
286,Dawlatabad,AF,36.4141,64.9053,49.89,59,100,3.04,overcast clouds
287,Buchanan,LR,5.8808,-10.0467,77.43,85,96,3.27,overcast clouds
288,Grosuplje,SI,45.9556,14.6589,34.29,84,5,2.01,clear sky
289,Iracoubo,GF,5.4802,-53.2011,73.78,87,51,2.91,broken clouds
290,Los Llanos De Aridane,ES,28.6585,-17.9182,55.15,77,40,9.22,scattered clouds
291,Kruisfontein,ZA,-34.0033,24.7314,74.88,52,12,9.24,few clouds
292,Socuellamos,ES,39.2858,-2.7921,33.37,63,0,5.75,clear sky
293,Jaciara,BR,-15.9653,-54.9683,68.94,95,100,2.06,overcast clouds
294,Ville-Marie,CA,47.3335,-79.433,-22.25,100,66,2.95,broken clouds
295,Xuddur,SO,4.1213,43.8894,83.84,33,0,20.33,clear sky
296,Qaqortoq,GL,60.7167,-46.0333,11.84,91,100,5.3,overcast clouds
297,Pangoa,PE,-12.1167,-73.0,65.16,99,100,1.99,overcast clouds
298,Baijiantan,CN,45.6333,85.1833,9.39,76,67,2.71,broken clouds
299,Bathsheba,BB,13.2167,-59.5167,74.01,78,20,9.22,light rain
300,Boende,CD,-0.2167,20.8667,83.52,52,100,4.29,overcast clouds
301,La Jigua,EC,-1.0587,-80.2569,74.46,87,100,1.57,light rain
302,Saint-Pierre,RE,-21.3393,55.4781,85.68,70,20,14.97,few clouds
303,Sosva,RU,59.1766,61.8558,21.34,90,39,8.32,scattered clouds
304,Birjand,IR,32.8663,59.2211,49.98,55,9,11.63,clear sky
305,Rabak,SD,13.1809,32.74,90.43,13,4,10.13,clear sky
306,Porbandar,IN,21.6422,69.6093,80.42,27,31,17.11,scattered clouds
307,Lamu,KE,-2.2717,40.902,86.22,69,14,13.0,few clouds
308,Uruzgan,AF,32.8333,66.0,41.45,52,99,4.12,overcast clouds
309,Novoagansk,RU,61.9449,76.6625,11.25,95,100,6.98,overcast clouds
310,Termiz,UZ,37.2242,67.2783,57.29,51,0,13.8,clear sky
311,Ashington,GB,50.9331,-0.3909,44.42,86,85,7.0,overcast clouds
312,Sinnamary,GF,5.3833,-52.95,73.92,87,68,2.51,broken clouds
313,Tzucacab,MX,20.0667,-89.05,68.18,99,27,2.28,scattered clouds
314,Kulhudhuffushi,MV,6.6221,73.07,80.65,77,56,13.29,broken clouds
315,Lagos,NG,6.5833,3.75,83.01,73,100,2.39,overcast clouds
316,Mampong,GH,7.0627,-1.4001,78.6,38,14,0.72,few clouds
317,Muros,ES,42.7762,-9.0603,32.09,95,0,5.59,clear sky
318,Vila Do Maio,CV,15.1333,-23.2167,68.79,72,52,16.64,broken clouds
319,Umm Bab,QA,25.2142,50.8072,67.86,47,0,15.93,clear sky
320,Matias Olimpio,BR,-3.7158,-42.5556,71.74,97,98,2.19,overcast clouds
321,Nanga Eboko,CM,4.6833,12.3667,79.47,61,78,3.65,broken clouds
322,Mvuma,ZW,-19.2792,30.5283,72.28,60,100,7.58,overcast clouds
323,Matara,LK,5.9485,80.5353,85.26,61,100,0.43,overcast clouds
324,Caernarfon,GB,53.1413,-4.2702,47.93,37,82,13.8,broken clouds
325,Krasnokholm,RU,51.5979,54.1567,15.08,88,11,5.91,few clouds
326,Fez,MA,34.0372,-4.9998,30.45,86,0,1.14,clear sky
327,Iranshahr,IR,27.2025,60.6848,70.52,18,0,2.53,clear sky
328,Saint-Francois,FR,46.4154,3.9054,38.64,95,100,2.3,mist
329,Coquimbo,CL,-29.9533,-71.3436,64.13,88,100,4.61,overcast clouds
330,Thurso,GB,58.5927,-3.5259,41.86,81,97,36.93,moderate rain
331,Praia Da Vitoria,PT,38.7333,-27.0667,53.76,90,100,10.98,light rain
332,Najran,SA,17.4924,44.1277,76.62,26,62,2.98,broken clouds
333,Sandane,NO,61.7728,6.215,33.84,80,75,5.75,light snow
334,Dobryanka,RU,58.4619,56.4165,24.57,92,100,11.7,overcast clouds
335,Corrente,BR,-3.7367,-43.3394,71.2,98,99,2.19,overcast clouds
336,Ensley,US,30.5188,-87.2728,65.08,98,59,3.06,broken clouds
337,Thinadhoo,MV,0.5333,72.9333,81.07,74,51,7.74,broken clouds
338,Pitimbu,BR,-7.4706,-34.8086,75.79,66,100,12.59,overcast clouds
339,Tiznit,MA,29.5833,-9.5,48.67,29,36,21.65,scattered clouds
340,Tocopilla,CL,-22.092,-70.1979,70.27,83,100,2.01,overcast clouds
341,Plettenberg Bay,ZA,-34.0527,23.3716,73.51,57,0,4.25,clear sky
342,Ouesso,CG,1.6136,16.0517,84.38,48,1,5.61,clear sky
343,Cayenne,GF,4.9333,-52.3333,73.44,100,100,2.3,overcast clouds
344,Moosburg,DE,48.4667,11.9333,35.94,79,100,19.57,overcast clouds
345,Inhambane,MZ,-23.865,35.3833,82.2,60,49,10.85,scattered clouds
346,Hobyo,SO,5.3505,48.5268,80.08,58,89,20.8,overcast clouds
347,Kaniama,CD,-7.5667,24.1833,73.71,87,71,3.85,moderate rain
348,Kandi,BJ,11.1342,2.9386,77.43,6,97,6.02,overcast clouds
349,Tafresh,IR,34.692,50.013,36.07,97,100,2.73,light rain
350,Mikkeli,FI,61.6886,27.2723,28.51,80,100,14.97,overcast clouds
351,Lar,IN,26.2039,83.9717,80.69,36,0,15.95,clear sky
352,Nesna,NO,66.1967,13.0213,33.91,83,26,7.45,scattered clouds
353,Zhezkazgan,KZ,47.8043,67.7144,13.98,73,0,4.47,clear sky
354,Pennadam,IN,11.4,79.2333,88.03,45,99,15.79,overcast clouds
355,Grand-Santi,GF,4.25,-54.3833,69.19,100,92,1.99,overcast clouds
356,Bedesa,ET,8.9,40.7833,73.72,39,3,0.94,clear sky
357,Morondava,MG,-20.2833,44.2833,83.8,74,26,3.02,scattered clouds
358,Koslan,RU,63.4564,48.8989,23.02,93,100,12.35,light snow
359,Itaguai,BR,-22.8522,-43.7753,78.62,86,100,7.14,overcast clouds
360,Log,RU,49.4844,43.8613,32.49,85,100,9.8,overcast clouds
361,Hualmay,PE,-11.0964,-77.6139,70.47,84,100,4.12,overcast clouds
362,Saint-Leu,RE,-21.15,55.2833,85.06,82,64,9.24,light rain
363,Koryazhma,RU,61.3143,47.1691,26.58,90,100,13.35,overcast clouds
364,Maxixe,MZ,-23.8597,35.3472,82.65,58,56,10.51,broken clouds
365,Muisne,EC,0.6,-80.0333,75.67,90,47,6.78,light rain
366,Cacoal,BR,-11.4386,-61.4472,69.51,98,100,1.16,overcast clouds
367,Leninsk-Kuznetskiy,RU,54.6567,86.1737,15.37,91,46,3.83,scattered clouds
368,Thabazimbi,ZA,-24.5917,27.4116,76.75,58,75,6.78,broken clouds
369,Rovaniemi,FI,66.5,25.7167,24.21,93,75,8.05,broken clouds
370,Kuusamo,FI,65.9667,29.1833,19.44,93,75,9.22,broken clouds
371,Kaoma,ZM,-14.7833,24.8,71.6,85,100,4.7,light rain
372,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.28,89,41,14.61,scattered clouds
373,Namibe,AO,-15.1961,12.1522,72.66,80,100,3.87,overcast clouds
374,Mingaora,PK,34.7758,72.3625,55.54,41,0,1.39,clear sky
375,Joacaba,BR,-27.1781,-51.5047,63.07,98,100,2.04,overcast clouds
376,Valdivia,CL,-39.8142,-73.2459,53.69,81,0,3.02,clear sky
377,Tendukheda,IN,23.4,79.55,79.61,34,2,10.25,clear sky
378,East Liverpool,US,40.6187,-80.5773,28.65,96,100,6.87,light snow
379,Hofn,IS,64.2539,-15.2082,32.9,95,100,24.38,snow
380,San Cristobal,VE,7.7669,-72.225,62.04,91,33,2.95,scattered clouds
381,Tazovskiy,RU,67.4667,78.7,-7.19,99,97,7.02,overcast clouds
382,Jardim,BR,-21.4803,-56.1381,70.77,99,100,5.82,moderate rain
383,Gazanjyk,TM,39.2446,55.5154,47.84,52,44,15.21,scattered clouds
384,Paamiut,GL,61.994,-49.6678,16.79,84,100,10.74,light snow
385,Kalmunai,LK,7.4167,81.8167,73.78,97,100,21.45,heavy intensity rain
386,Isla Mujeres,MX,21.2311,-86.731,75.25,77,0,11.68,clear sky
387,Port Hawkesbury,CA,45.6169,-61.3485,28.9,97,100,4.0,overcast clouds
388,Marabba,SD,12.35,32.1833,88.77,13,3,9.22,clear sky
389,Izacic,BA,44.875,15.7819,34.65,76,5,1.39,clear sky
390,Mehran,IR,33.1222,46.1646,58.17,72,100,31.79,light rain
391,Minab,IR,27.1467,57.0801,69.98,51,0,4.27,clear sky
392,Rundu,NA,-17.9333,19.7667,75.99,64,100,8.57,overcast clouds
393,Klyuchi,RU,52.2667,79.1667,14.94,79,89,3.94,overcast clouds
394,Strezhevoy,RU,60.7333,77.5889,11.28,94,100,7.16,overcast clouds
395,Rabo De Peixe,PT,37.8,-25.5833,54.91,76,20,6.91,few clouds
396,Beterou,BJ,9.1992,2.2586,79.99,13,100,3.71,overcast clouds
397,La Baule-Escoublac,FR,47.2922,-2.364,44.26,95,100,2.3,overcast clouds
398,Nouadhibou,MR,20.931,-17.0347,60.73,62,98,18.88,overcast clouds
399,Bandundu,CD,-3.3167,17.3667,78.42,72,88,3.69,overcast clouds
400,Pitsunda,GE,43.1592,40.3378,46.58,59,55,5.1,broken clouds
401,Caxito,AO,-8.5785,13.6643,80.55,76,98,3.85,overcast clouds
402,Hobe Sound,US,27.0595,-80.1364,75.94,91,40,0.0,scattered clouds
403,Tubuala,PA,9.5167,-79.0333,77.83,76,78,14.88,broken clouds
404,Chingirlau,KZ,51.095,54.0814,16.61,87,9,7.54,clear sky
405,Antsohihy,MG,-14.8796,47.9875,88.77,67,53,2.71,broken clouds
406,Joshimath,IN,30.5667,79.5667,55.04,40,42,6.89,scattered clouds
407,Turukhansk,RU,65.8167,87.9833,5.49,93,100,14.29,light snow
408,Lesnikovo,RU,55.2822,65.3175,16.2,89,100,10.22,overcast clouds
409,Dvinskoy,RU,62.1535,45.1175,27.95,90,100,11.5,light snow
410,Bethanien,NA,-26.502,17.1583,81.03,17,0,1.39,clear sky
411,Anloga,GH,5.7947,0.8973,81.54,79,99,8.48,overcast clouds
412,Kindu,CD,-2.95,25.95,81.79,60,59,3.24,broken clouds
413,Callaway,US,30.153,-85.5699,66.25,99,58,1.74,broken clouds
414,Windhoek,NA,-22.5594,17.0832,75.42,57,54,1.01,broken clouds
415,Ihiala,NG,5.8538,6.8603,79.5,76,98,5.53,overcast clouds
416,Aleksinac,RS,43.5417,21.7078,36.55,99,100,4.23,snow
417,Saint-Louis,SN,16.3333,-15.0,62.08,30,23,9.26,few clouds
418,General Roca,AR,-39.0333,-67.5833,64.62,60,0,23.4,clear sky
419,Storforshei,NO,66.4043,14.5233,24.58,92,100,3.44,mist
420,Bequimao,BR,-2.4489,-44.7825,72.19,99,92,2.01,overcast clouds
421,Chapais,CA,49.7834,-74.8492,-21.73,100,99,3.44,overcast clouds
422,Ndele,CF,8.4109,20.6473,93.42,15,0,3.31,clear sky
423,Guajara,BR,-2.9667,-57.6667,71.92,98,99,2.84,light rain
424,San Felipe,VE,10.3399,-68.7425,66.92,97,63,3.27,broken clouds
425,Santa Luzia,BR,-19.7697,-43.8514,67.1,98,95,3.76,overcast clouds
426,Mekhe,SN,15.1097,-16.6218,60.15,31,16,9.62,few clouds
427,Koroni,GR,36.8,21.95,51.08,75,99,13.35,overcast clouds
428,Obuasi,GH,6.206,-1.6619,77.72,76,46,0.45,scattered clouds
429,Ayagoz,KZ,47.9714,80.4392,18.32,72,48,3.65,scattered clouds
430,Elesbao Veloso,BR,-6.2019,-42.1403,74.86,69,100,2.13,overcast clouds
431,Krasnoyarskiy,RU,51.965,59.8967,11.25,82,60,6.33,broken clouds
432,Gurupi,BR,-11.7292,-49.0686,70.93,87,36,3.8,scattered clouds
433,Igarka,RU,67.4667,86.5833,2.5,94,100,18.32,light snow
434,Sokoto,NG,13.0609,5.239,76.95,7,68,10.22,broken clouds
435,Caldararu,RO,44.45,24.95,29.77,84,45,3.0,scattered clouds
436,Wattegama,LK,6.7989,81.4808,75.31,86,100,7.16,overcast clouds
437,Kutum,SD,14.2,24.6667,81.23,8,7,5.37,clear sky
438,Keti Bandar,PK,24.1447,67.4497,76.59,24,0,16.91,clear sky
439,Monte Carmelo,BR,-18.7247,-47.4986,64.9,93,97,3.51,overcast clouds
440,Kidal,ML,18.4411,1.4078,61.16,11,80,10.51,broken clouds
441,Bara,NG,10.3744,10.7288,83.5,11,3,9.71,clear sky
442,Pemba,MZ,-12.974,40.5178,81.21,73,12,5.28,few clouds
443,Oussouye,SN,12.485,-16.5469,65.95,27,46,7.43,scattered clouds
444,Annau,TM,37.8876,58.516,53.46,48,98,6.8,overcast clouds
445,Camacha,PT,33.0833,-16.3333,54.82,67,40,9.22,light rain
446,Beira,MZ,-19.8436,34.8389,82.0,74,34,7.61,light rain
447,Belmonte,BR,-15.8631,-38.8828,74.37,82,18,1.12,few clouds
448,Chicama,PE,-7.8447,-79.1469,64.94,74,100,2.91,overcast clouds
449,Camana,PE,-16.6228,-72.7111,73.4,92,100,4.25,overcast clouds
450,Yabelo,ET,4.8833,38.0833,74.53,35,24,14.32,few clouds
451,Wum,CM,6.3833,10.0667,78.24,42,92,1.74,overcast clouds
452,Gorele,TR,41.0308,39.0031,47.05,70,54,2.46,broken clouds
453,Veraval,IN,20.9,70.3667,81.12,33,4,12.3,clear sky
454,The Valley,AI,18.217,-63.0578,75.09,75,0,21.07,clear sky
455,Santa Maria,BR,-29.6842,-53.8069,69.57,56,0,3.49,clear sky
456,Takoradi,GH,4.8845,-1.7554,80.56,80,100,2.33,overcast clouds
457,Ellisras,ZA,-23.6649,27.7443,81.37,45,79,11.25,broken clouds
458,Mandera,KE,3.9366,41.867,87.87,35,0,11.48,clear sky
459,Oranjemund,NA,-28.55,16.4333,68.61,68,0,6.89,clear sky
460,Pisco,PE,-13.7,-76.2167,71.65,83,0,2.3,clear sky
461,Astana,KZ,51.1801,71.446,4.95,66,0,4.47,clear sky
462,Carnarvon,AU,-24.8667,113.6333,80.76,65,1,18.84,clear sky
463,Bentiu,SS,9.2333,29.8333,95.9,10,2,7.4,clear sky
464,Zyryanovsk,KZ,49.7386,84.2719,7.54,86,44,1.39,scattered clouds
465,Huntington,US,38.4193,-82.4452,32.88,93,100,8.05,moderate rain
466,Persianovskiy,RU,47.5137,40.1075,38.55,100,100,4.47,mist
467,Sorland,NO,67.667,12.6934,39.06,87,75,8.05,broken clouds
468,Kachiry,KZ,53.0675,76.1036,8.91,83,61,3.83,broken clouds
469,Portalegre,PT,39.2938,-7.4312,32.52,72,3,3.15,clear sky
470,Acevedo,CO,1.8361,-75.855,61.16,80,72,1.32,broken clouds
471,Huruta,ET,8.15,39.35,71.19,37,8,8.41,clear sky
472,Iqaluit,CA,63.7506,-68.5145,-42.56,99,82,3.4,broken clouds
473,Dhidhdhoo,MV,6.8833,73.1,80.67,77,69,13.53,broken clouds
474,Guarapari,BR,-20.6667,-40.4975,72.9,85,88,5.26,overcast clouds
475,Pinehurst,US,35.1954,-79.4695,51.51,98,100,0.0,mist
476,Andujar,ES,38.0392,-4.0508,44.94,67,0,4.12,clear sky
477,Ambanja,MG,-13.6833,48.45,86.49,69,13,4.56,light rain
478,Harstad,NO,68.799,16.5293,31.15,99,100,1.99,light snow
479,Belyy Yar,RU,53.6039,91.3903,22.89,76,100,2.24,overcast clouds
480,Valparaiso,CL,-33.0393,-71.6273,60.44,88,100,6.91,overcast clouds
481,Beni Suef,EG,29.0731,31.0979,58.89,38,0,13.8,clear sky
482,Cockburn Town,TC,21.4612,-71.1419,77.13,71,17,20.58,few clouds
483,Zaysan,KZ,47.4667,84.8667,6.93,91,61,2.62,broken clouds
484,Nyazepetrovsk,RU,56.0531,59.6028,23.38,86,88,10.47,overcast clouds
485,Korla,CN,41.7597,86.1469,26.31,61,100,2.91,overcast clouds
486,Dondo,MZ,-19.6094,34.7431,81.48,77,26,5.48,moderate rain
487,Bulembu,SZ,-25.9667,31.1333,77.11,55,37,5.35,scattered clouds
488,Dwarka,IN,22.2394,68.9678,75.79,34,0,19.04,clear sky
489,Zabol,AF,32.25,67.25,32.86,72,90,5.97,overcast clouds
490,Coihaique,CL,-45.5752,-72.0662,39.81,87,0,2.3,clear sky
491,Boat Of Garten,GB,57.2491,-3.759,37.31,84,83,19.82,light rain
492,Vera Cruz,BR,-12.6333,-41.0333,63.86,96,27,1.05,scattered clouds
493,Amalapuram,IN,16.5833,82.0167,85.95,45,84,9.4,broken clouds
494,Plattsburgh,US,44.6995,-73.4529,23.32,85,100,12.66,snow
495,Boa Vista,BR,2.8197,-60.6733,75.18,73,0,9.22,clear sky
496,Yugorsk,RU,61.3133,63.3319,11.43,94,82,6.6,broken clouds
497,Muli,MV,2.9167,73.5667,80.33,75,73,8.97,broken clouds
498,Puerto Varas,CL,-41.3195,-72.9854,44.82,100,0,6.91,clear sky
499,Donduseni,MD,48.2427,27.6101,33.22,74,85,12.91,overcast clouds
500,Natal,BR,-5.795,-35.2094,74.05,78,40,3.44,scattered clouds
501,Zastron,ZA,-30.3023,27.084,70.48,50,0,13.8,clear sky
502,Manta,EC,-0.95,-80.7333,74.98,88,40,3.44,scattered clouds
503,Horadiz,AZ,39.4488,47.3353,42.75,94,100,5.12,light rain
504,Ginda,IN,30.6945,78.4932,58.53,28,0,6.64,clear sky
505,Tabuk,PH,17.4189,121.4443,73.8,79,100,4.29,overcast clouds
506,Fomboni,KM,-12.28,43.7425,81.7,74,13,2.86,few clouds
507,Nenagh,IE,52.8619,-8.1967,43.93,82,100,13.15,overcast clouds
508,Ventanas,EC,-1.45,-79.4667,73.36,96,99,0.34,light rain
509,Independence,US,39.0911,-94.4155,12.29,60,0,8.05,clear sky
510,Lerwick,GB,60.1545,-1.1494,42.8,82,74,36.64,light rain
511,Kolvereid,NO,64.8655,11.6047,36.48,74,100,22.7,snow
512,Zverinogolovskoye,RU,54.4586,64.8542,14.09,90,98,9.66,overcast clouds
513,Sabha,LY,27.0377,14.4283,49.24,28,0,10.87,clear sky
514,Vuktyl,RU,63.8567,57.3094,15.71,89,100,14.41,overcast clouds
515,Sept-Iles,CA,50.2001,-66.3821,-6.95,81,93,1.01,overcast clouds
516,Mangaluru,IN,12.8667,74.8833,90.46,45,20,0.0,few clouds
517,Bubaque,GW,11.2833,-15.8333,76.48,42,74,12.8,broken clouds
518,Ust-Tsilma,RU,65.441,52.1498,16.34,94,100,11.86,light snow
519,Abdanan,IR,32.9926,47.4198,44.92,95,100,9.71,overcast clouds
520,Kapuskasing,CA,49.4169,-82.4331,-19.46,96,13,6.42,few clouds
521,Baghdad,IQ,33.3406,44.4009,58.91,94,100,12.66,mist
522,Kaduy,RU,59.2,37.15,30.79,88,100,13.85,overcast clouds
523,Mananjary,MG,-21.2167,48.3333,80.76,82,100,6.38,light rain
524,Ouallam,NE,14.3188,2.0866,69.73,6,98,10.42,overcast clouds
525,Nalut,LY,30.3333,10.85,42.85,59,2,5.37,clear sky
526,Doctor Juan Manuel Frutos,PY,-25.3667,-55.8,68.97,98,100,3.33,overcast clouds
527,Necochea,AR,-38.5473,-58.7368,64.02,92,25,7.76,scattered clouds
528,Beberibe,BR,-4.1797,-38.1306,75.22,91,29,7.85,scattered clouds
529,Prieska,ZA,-29.6641,22.7474,86.49,38,0,18.07,clear sky
530,Risod,IN,19.9667,76.7833,84.7,27,0,6.64,clear sky
531,Aqtobe,KZ,50.2797,57.2072,8.69,85,20,2.24,few clouds
532,Tacoronte,ES,28.4769,-16.4102,59.81,79,75,5.99,broken clouds
533,Natalio,PY,-26.7167,-55.0833,67.15,100,82,0.31,broken clouds
534,Bilma,NE,18.6853,12.9164,64.98,27,100,14.85,overcast clouds
535,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,68.5,83,9,3.91,clear sky
536,Itacare,BR,-14.2775,-38.9967,71.82,88,28,3.36,scattered clouds
537,Lambare,PY,-25.3468,-57.6065,72.99,100,0,3.44,clear sky
538,Guapiles,CR,10.2159,-83.7866,74.73,83,78,2.13,broken clouds
539,Brest,BY,52.1,23.7,33.57,87,97,15.46,overcast clouds
540,Talavera,PH,15.6167,120.9333,81.5,54,41,13.13,scattered clouds
541,Tambopata,PE,-12.7333,-69.1833,69.28,99,100,2.28,overcast clouds
542,Cap-Aux-Meules,CA,47.3821,-61.8597,24.51,91,100,15.43,light snow
543,Kottagudem,IN,17.55,80.6333,92.62,27,100,7.49,overcast clouds
544,Kannangad,IN,12.3081,75.1063,85.32,64,100,13.15,overcast clouds
545,Contamana,PE,-7.3333,-75.0167,72.39,86,100,0.2,overcast clouds
546,Ubinskoye,RU,55.3068,79.6802,7.56,90,47,8.63,scattered clouds
547,Tessalit,ML,20.1986,1.0114,55.71,14,100,9.55,overcast clouds
548,Lima,PE,-12.0432,-77.0282,72.9,81,40,8.05,scattered clouds
549,Livingstone,ZM,-17.8419,25.8543,69.64,86,100,5.08,overcast clouds
550,Sosua,DO,19.7667,-70.5167,69.22,83,63,6.6,light rain
551,Alakurtti,RU,66.9672,30.3491,23.13,91,100,6.89,overcast clouds
552,Trairi,BR,-3.2778,-39.2689,74.17,92,77,6.31,light rain
553,Timoteo,BR,-19.5825,-42.6444,69.64,95,93,2.33,overcast clouds
554,Paralimni,CY,35.0375,33.9833,59.88,64,6,3.0,clear sky
555,Puerto Ayora,EC,-0.7393,-90.3518,75.54,92,63,2.37,light rain
